Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Platform_encoded,Genre_encoded,Publisher_encoded,Developer_encoded,Rating_encoded,Name
2003,0.13,0.1,0,0.03,0.26,58,19,7.8,8,16,10,457,36,1,Etrian Odyssey Untold: The Millennium Girl
2002,0,0,0.25,0.01,0.26,71,22,7.5,24,6,11,63,1558,8,Sengoku Basara 2
2008,0.24,0,0,0.02,0.26,46,5,3.6,5,4,1,91,610,2,Hey Arnold! The Movie
2002,0.16,0.06,0.04,0,0.26,87,27,8.2,39,6,4,277,777,7,Final Fantasy V Advance
2001,0.13,0.1,0,0.03,0.26,73,18,6,5,16,6,457,1377,1,Need for Speed: Most Wanted
1996,0,0,0.26,0,0.26,71,22,7.5,24,21,7,347,1558,8,Star Trek: Invasion
2010,0.12,0.11,0,0.02,0.26,71,22,7.5,24,4,0,490,618,1,Star Wars: Bounty Hunter
2006,0.23,0.01,0,0.02,0.26,63,11,8.6,7,4,1,127,69,7,LEGO Harry Potter: Years 5-7
2004,0.19,0.06,0,0.01,0.26,77,44,7.9,16,29,7,17,203,7,Tom and Jerry in War of the Whiskers
2004,0.24,0,0,0.02,0.26,68,25,7.7,7,4,10,139,503,1,Ace Attorney Investigations 2
2004,0.2,0.05,0,0.01,0.26,89,25,8.5,11,7,10,139,442,1,Dynasty Warriors 7: Xtreme Legends
2004,0.13,0.01,0.11,0.01,0.26,73,34,8.4,17,4,5,361,945,1,Bratz: The Movie
2001,0.18,0.07,0,0,0.25,84,17,7.4,10,6,2,527,264,7,TouchMaster 3(Others sales)
2003,0.19,0.05,0,0.01,0.25,77,31,8.8,4,29,9,290,1490,7,Naruto: Ultimate Ninja Heroes
2006,0.01,0.2,0,0.04,0.25,94,54,8.1,2454,13,7,496,174,5,Angry Birds Trilogy
1998,0,0,0.24,0.02,0.25,71,22,7.5,24,15,10,59,1558,8,Jikkyou Powerful Pro Yakyuu 2011
1998,0,0,0.25,0,0.25,71,22,7.5,24,21,11,349,1558,8,Major League Baseball 2K9
2005,0.21,0,0.02,0.02,0.25,79,51,7.9,32,4,3,361,554,1,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006
2006,0.12,0.1,0,0.03,0.25,56,12,8.6,17,16,0,490,107,2,WWE 2K17
2010,0.24,0,0,0.01,0.25,71,22,7.5,24,26,8,306,892,7,Power Pro Kun Pocket 5
2007,0.23,0,0,0.02,0.25,71,11,7.5,24,4,10,139,503,1,Battlestations: Midway
2007,0.24,0,0,0.02,0.25,71,22,7.5,24,19,3,101,1558,8,Konjiki no Gashbell!! Makai no Bookmark
1999,0.14,0.1,0,0.02,0.25,71,22,7.5,24,15,7,4,1558,8,Riding Spirits
2015,0,0.06,0.19,0.01,0.25,71,22,3.7,7,17,0,349,1042,7,Project CARS
2009,0.17,0.01,0,0.08,0.25,71,22,8.3,9,16,0,290,852,7,MLB 09: The Show
2002,0.15,0.04,0.06,0.01,0.25,81,19,8.5,15,7,1,546,669,1,Bust A Groove 2
2007,0.03,0.15,0,0.07,0.25,74,14,7.2,9,19,6,447,248,1,Inazuma Eleven Strikers
2005,0,0.25,0,0,0.25,71,22,7.5,24,19,6,91,1558,8,The Amazing Spider-Man 2 (2014)
2000,0.12,0.1,0,0.03,0.25,46,15,4.6,8,16,10,496,1051,1,Hatsune Miku: Project Diva
1991,0,0,0.25,0,0.25,71,22,7.5,24,23,11,502,1558,8,Gundam Battle Universe
2006,0.18,0.07,0,0,0.25,71,22,7.5,24,6,4,546,69,1,Sengoku Basara: Battle Heroes
2006,0.23,0,0,0.02,0.25,71,22,7.5,24,4,0,127,1558,8,Armorines: Project S.W.A.R.M.
2015,0.16,0.07,0,0.02,0.25,71,22,7.5,24,30,7,466,1558,8,Nightmare Creatures
2008,0.23,0,0,0.02,0.25,69,32,7.8,15,28,6,139,432,1,Star Wars Episode I: Battle for Naboo
2005,0.19,0.05,0,0.01,0.25,52,14,7.5,24,29,3,21,48,2,Duke Nukem: Zero Hour
2008,0.22,0.01,0,0.02,0.25,65,22,7.5,10,17,6,139,432,1,NCAA March Madness 08
2012,0.15,0.08,0,0.02,0.25,52,35,5.2,126,28,7,161,348,5,Armored Core: Nexus
1994,0,0,0.25,0,0.25,71,22,7.5,24,21,8,17,1558,8,Dora the Explorer: Dora Saves the Crystal Kingdom
2000,0,0,0.25,0,0.25,71,22,7.5,24,5,10,277,1558,8,Evolution Skateboarding
2006,0.2,0.05,0,0.01,0.25,71,22,8.6,8,7,0,327,107,1,Dora the Explorer: The Search for Pirate Pig's Treasure
2011,0.11,0.09,0.03,0.02,0.25,71,22,7.5,24,2,9,527,39,1,Yakuza: Ishin
2007,0.24,0,0,0.02,0.25,71,22,7.5,24,4,3,6,1363,1,Babysitting Mania
2003,0.12,0.1,0,0.03,0.25,56,6,7.5,24,16,3,127,1543,1,Scene It? Twilight
2002,0.19,0.05,0,0.01,0.25,64,17,7.5,24,29,10,139,1073,1,Outlaw Volleyball
1998,0.14,0.1,0,0.02,0.25,71,22,7.5,24,15,2,511,1558,8,Batman: Vengeance
2002,0.18,0.07,0,0,0.25,71,22,7.5,24,6,4,127,1558,8,RealSports Football
2010,0,0,0.25,0,0.25,71,22,7.5,24,19,3,447,1558,8,Tiger Woods PGA Tour 10
2009,0.14,0.09,0,0.02,0.25,69,12,7.5,24,26,0,21,166,2,Summer Sports 2: Island Sports Party
1994,0,0,0.24,0.02,0.25,71,22,7.5,24,15,11,43,1558,8,SD Gundam G Generation: Cross Drive
2001,0.19,0.05,0,0.01,0.25,71,22,7.5,24,29,3,325,1558,8,Dungeons & Dragons Heroes
1999,0.14,0.1,0,0.02,0.25,71,22,7.5,24,15,3,527,1558,8,Imagine: Fashion Party
2010,0,0.21,0,0.05,0.25,62,26,3.5,104,13,9,527,1541,7,McGrath Vs. Pastrana Freestyle Motocross
2003,0.2,0.04,0,0.01,0.25,80,34,7.7,20,29,10,325,710,1,Spider-Man: Web of Shadows
2000,0.14,0.1,0,0.02,0.25,71,22,7.5,24,15,8,479,1558,8,Legaia 2: Duel Saga
2009,0.13,0.06,0.05,0.02,0.25,64,29,5.6,11,26,7,466,1351,2,Crash Nitro Kart
2004,0.18,0.07,0,0,0.25,71,22,7.5,24,6,3,531,1558,8,Samurai Warriors 4
2007,0.16,0.06,0,0.03,0.25,86,23,6.9,23,17,0,139,424,2,Classic NES Series: Bomberman
2014,0.04,0.19,0,0.02,0.25,71,22,7.5,24,2,1,288,1487,2,Don King Boxing
2014,0.13,0.08,0,0.04,0.25,71,22,6.8,4,17,3,527,1524,2,ExciteBots: Trick Racing
2015,0.12,0.01,0.1,0.02,0.25,67,31,7.1,54,2,7,167,548,2,A.C.E.: Another Century's Episode
2007,0.18,0.04,0.01,0.03,0.25,71,10,6.4,5,17,6,490,762,7,Frogger's Journey: The Forgotten Relic
1996,0.14,0.1,0,0.02,0.25,93,8,8.7,20,15,6,415,1136,8,X-Men vs. Street Fighter
2011,0.1,0.13,0,0.03,0.25,76,14,7.5,44,13,0,290,1496,2,Dora the Explorer: Game Boy Advance Video Volume 1
2001,0.14,0.1,0,0.02,0.25,30,6,6.3,4,15,0,60,1560,1,Oddworld: Stranger's Wrath
2008,0,0,0.25,0,0.25,71,22,7.5,24,16,0,502,1558,8,King of Fighters: Maximum Impact
2006,0.15,0.02,0.06,0.02,0.25,53,46,6.7,42,28,10,502,1440,5,Marvel Super Heroes vs. Street Fighter
2011,0.12,0.11,0,0.02,0.25,71,22,7.5,24,4,3,110,355,2,Atelier Ayesha: The Alchemist of Dusk
2016,0.06,0.14,0.02,0.04,0.25,59,48,7.1,73,18,3,457,1331,5,Bratz Ponyz 2
2011,0.12,0.08,0.02,0.03,0.25,57,34,6.2,70,17,0,66,705,5,Battleborn
2004,0.19,0.05,0,0.01,0.25,73,47,8,8,29,8,546,8,5,J-League Pro Soccer Club wo Tsukurou!
2001,0.1,0.04,0.1,0.01,0.25,88,16,7.5,24,6,5,21,38,1,Littlest Pet Shop: Friends
2010,0.23,0,0,0.02,0.25,71,22,7.5,24,26,9,53,1486,1,We Cheer 2
2009,0.2,0.02,0,0.03,0.25,71,22,7.5,24,4,3,527,1358,1,Drakan: The Ancients' Gates
2005,0.19,0.05,0,0.01,0.25,71,22,7.9,14,7,8,139,434,7,Call of Duty: Modern Warfare 3: Defiance
2003,0.19,0.05,0,0.01,0.25,71,37,8.7,31,7,4,447,1328,1,"SpongeBob SquarePants: Lights, Camera, Pants!"
2007,0.22,0.01,0,0.02,0.25,85,44,8.2,44,28,0,139,424,2,Resident Evil: Revelations
2001,0.18,0.07,0,0,0.25,48,9,7.5,24,6,3,327,927,1,Tony Hawk: Shred
2009,0.17,0.05,0,0.03,0.25,71,22,7.5,24,17,3,127,1651,1,Choro Q3
2002,0.12,0.1,0,0.03,0.25,83,21,8.5,43,16,6,457,1377,1,Tokyo Jungle
2001,0,0,0.25,0,0.25,71,22,7.5,24,25,7,468,1558,8,Lemony Snicket's A Series of Unfortunate Events
2010,0.05,0.15,0,0.05,0.25,42,33,3.8,20,17,0,121,1660,7,Army of Two: The Devil's Cartel
1997,0,0,0.23,0.02,0.25,71,22,7.5,24,15,7,210,1558,8,Puppeteer
2005,0.19,0.05,0,0.01,0.25,79,35,8.4,18,29,10,139,424,2,Bionicle: Matoran Adventures
2004,0.18,0.07,0,0,0.25,71,22,7.5,24,6,3,298,880,1,Tom Clancy's Splinter Cell: Double Agent
2008,0.23,0,0,0.02,0.25,71,22,7,4,4,9,527,1524,1,Armored Core: Master of Arena
2015,0.02,0.22,0,0.02,0.25,72,45,5.9,278,13,11,527,217,2,Fire Emblem: Thracia 776
2010,0.23,0,0,0.02,0.25,71,22,3,4,26,3,568,1315,1,Resident Evil: Deadly Silence
2004,0.19,0.05,0,0.01,0.25,68,15,7.5,24,29,3,53,390,1,Desert Falcon
2000,0.14,0.09,0,0.02,0.25,53,6,7.4,16,15,2,527,1051,7,Legendary
2007,0.09,0.14,0,0.02,0.25,49,7,7.5,24,4,9,143,473,1,Peter Jackson's King Kong: The Official Game of the Movie
2003,0.16,0.08,0,0.01,0.25,74,38,8.3,15,29,8,527,1335,5,Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV
2009,0.15,0.06,0,0.03,0.25,65,5,6.5,4,17,0,490,647,2,Rayman DS
1994,0,0,0.25,0,0.25,71,22,7.5,24,12,2,439,1558,8,A.C.E.: Another Century's Episode 3: The Final
2009,0.23,0,0,0.02,0.25,71,22,7.5,24,4,3,317,1558,8,ATV: Quad Power Racing
2009,0.25,0,0,0,0.25,71,22,7.5,24,28,0,490,1558,8,Zoo Tycoon 2: Ultimate Collection
2010,0.21,0.02,0,0.02,0.25,64,5,6.6,5,4,3,527,1524,2,Backyard NFL Football
2007,0.23,0,0,0.02,0.25,78,20,7.3,11,28,6,490,296,1,All-Star Baseball 2003
2006,0.22,0.01,0,0.02,0.25,65,16,6.1,8,28,6,490,1159,1,MTX Mototrax
1998,0.2,0.05,0,0,0.25,71,22,7.5,24,10,10,165,1558,8,Tomb Raider: Underworld (Others sales)
1997,0.2,0.05,0,0,0.25,71,22,7.5,24,10,3,496,1558,8,NHL Rock the Rink
1997,0.2,0.05,0,0,0.25,71,22,7.5,24,10,6,374,1558,8,NBA ShootOut 2004
1997,0.11,0.13,0,0.01,0.25,71,22,7.5,24,10,6,527,1558,8,Super Robot Taisen R
1998,0.2,0.05,0,0,0.25,71,22,7.5,24,10,0,178,1558,8,Nancy Drew: The Mystery of the Clue Bender Society
1997,0.23,0.02,0,0,0.25,71,22,7.5,24,10,10,327,1558,8,Castlevania: Harmony of Dissonance
1999,0.2,0.05,0,0,0.25,71,22,7.5,24,10,10,361,1558,8,Formula One 2001
1999,0.16,0.04,0.05,0,0.25,71,22,7.5,24,10,7,277,1558,8,Doukyuusei if
1999,0.23,0.02,0,0,0.25,71,22,7.5,24,10,10,327,1558,8,The Penguins of Madagascar
2014,0.09,0.03,0.1,0.03,0.25,78,15,8.6,49,17,3,447,1277,7,Pirates of the Caribbean: Dead Man's Chest
2009,0.07,0.03,0.14,0.01,0.25,36,4,7.5,24,4,7,227,671,1,Baldur's Gate: Dark Alliance II
2008,0,0,0.25,0,0.25,71,22,7.5,24,26,3,227,669,2,Madden NFL 2005
2008,0.12,0.1,0,0.03,0.25,62,23,7.5,24,28,0,21,1492,2,MVP Baseball 2004
2013,0.04,0.19,0,0.02,0.25,76,16,3.3,546,13,6,139,599,2,Polarium
2008,0.12,0.1,0,0.03,0.25,38,7,6.8,6,16,0,546,494,7,Super Street Fighter II: Turbo Revival
2003,0.19,0.05,0,0.01,0.25,81,22,8.5,8,7,2,139,59,7,Secret Weapons Over Normandy
2005,0.12,0.1,0,0.03,0.25,71,22,7.5,24,16,4,490,1558,8,The Elder Scrolls IV: Oblivion
1996,0,0,0.23,0.02,0.25,71,22,7.5,24,15,6,457,1558,8,Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!
2005,0.19,0.05,0,0.01,0.25,75,31,7.1,8,29,9,139,898,7,Kidou Senshi Gundam: Giren no Yabou
2008,0.22,0.01,0,0.02,0.25,63,20,6.9,13,26,0,21,1501,7,Metroid Prime Pinball
1998,0.14,0.09,0,0.02,0.25,71,22,7.5,24,15,3,248,1558,8,Teen Titans
2013,0.08,0.13,0,0.04,0.25,69,22,6.7,79,17,8,496,13,5,Reload: Target Down
2003,0.12,0.1,0,0.03,0.25,87,21,8.7,19,16,10,447,223,1,Madden NFL 08
2007,0.22,0.01,0,0.02,0.25,57,8,6.2,19,26,10,21,1070,7,Spelling Challenges and more!
1998,0,0,0.25,0,0.25,71,22,7.5,24,21,10,447,1558,8,Crusaders of Might and Magic
2009,0.11,0.09,0,0.05,0.25,63,10,7.8,17,19,0,21,68,7,One Piece: Pirate Warriors 3
2006,0.21,0.02,0,0.02,0.25,70,52,7.5,48,28,0,490,1192,5,Star Wars The Clone Wars: Republic Heroes
1998,0,0,0.25,0,0.25,71,22,7.5,24,21,1,348,1558,8,Bomberman Generation
2007,0.23,0,0,0.02,0.25,71,22,7.5,24,26,0,490,1558,8,Sega Rally Revo
2008,0.14,0.08,0,0.02,0.25,56,45,6.4,29,28,10,496,1576,7,TOCA Race Driver 2: Ultimate Racing Simulator
2015,0.12,0.05,0.06,0.02,0.25,71,22,7.5,24,27,7,361,1558,8,Surfing H3O
2009,0.23,0,0,0.02,0.25,71,22,7.5,24,4,1,496,1425,1,Romance of the Three Kingdoms II
2015,0,0,0.25,0,0.25,71,22,7.5,24,17,0,447,1558,8,Ice Age 2: The Meltdown
2005,0.03,0.03,0.18,0.01,0.25,64,27,7.4,12,16,0,85,264,7,The Suite Life of Zack & Cody: Tipton Trouble
1995,0.14,0.09,0,0.02,0.25,71,22,7.5,24,15,10,17,1558,8,Final Fantasy Type-0
2002,0.18,0.07,0,0,0.25,71,22,7.5,24,6,7,350,1558,8,NASCAR 09
2002,0,0,0.24,0.01,0.25,71,22,7.5,24,6,10,277,1558,8,World Series of Poker
2011,0.16,0.06,0,0.02,0.25,71,22,7.5,24,28,0,490,1558,8,NASCAR 09
2008,0.18,0.05,0,0.02,0.25,57,18,7.1,7,28,1,127,138,2,Game of Thrones
1998,0.14,0.09,0,0.02,0.25,71,22,7.5,24,15,0,17,1558,8,Galactic Attack
2011,0.18,0.05,0,0.02,0.25,57,50,6.8,33,28,0,21,166,7,Power Pro Kun Pocket 2
2006,0,0.01,0.24,0,0.25,71,22,7.5,24,4,7,361,1558,8,Happy Feet
2002,0,0,0.25,0,0.25,71,22,7.5,24,16,10,349,1558,8,Zoo Resort 3D
2011,0.22,0.01,0,0.02,0.25,71,22,7.5,24,26,3,490,1558,8,Smart Girl's Playhouse
2011,0.08,0.13,0,0.03,0.25,83,28,7.9,903,13,1,496,1206,5,Walt Disney's The Jungle Book: Rhythm N'Groove
2008,0.12,0.09,0,0.03,0.25,43,7,5.4,14,16,0,502,799,7,Triple Play 2002
1982,0.23,0.01,0,0,0.25,71,22,7.5,24,0,0,2,1558,8,Evil Zone
2005,0.19,0.05,0,0.01,0.25,70,19,7.4,21,29,8,527,1275,7,Spy Kids Challenger
1999,0.14,0.09,0,0.02,0.25,89,14,6.6,77,15,7,527,567,1,K-ON! Houkago Live!!
2009,0.17,0.06,0,0.02,0.25,71,22,7.5,24,26,10,6,308,1,Monsters vs. Aliens
2000,0.14,0.09,0,0.02,0.25,71,22,7.5,24,15,6,139,1558,8,A. IV Evolution: A Ressha de Ikou 4
2006,0.12,0.09,0,0.03,0.25,51,32,7.5,13,16,1,527,31,7,Exhibition
2008,0.22,0,0,0.02,0.25,71,22,7.5,24,26,9,527,1634,1,Scrabble
2001,0.12,0.09,0,0.03,0.25,71,22,7.5,24,16,6,457,1558,8,Silent Hunter 5: Battle of the Atlantic
2009,0.23,0,0,0.02,0.25,71,22,7.5,24,4,9,139,469,1,Amped 2
2005,0.19,0.05,0,0.01,0.25,55,4,7.9,10,7,4,327,107,1,Blaster Master: Blasting Again
2007,0.12,0.09,0,0.03,0.25,67,4,7.5,24,16,6,490,1159,1,Final Fantasy Crystal Chronicles: Echoes of Time
2007,0.19,0.01,0.03,0.02,0.25,65,31,7.2,31,28,9,6,543,7,College Hoops 2K6
2009,0.14,0.09,0,0.02,0.25,71,22,6,4,28,6,21,1297,1,Cartoon Network Collection: Game Boy Advance Video Volume 1
1999,0.14,0.09,0,0.02,0.25,71,22,7.5,24,15,11,139,1558,8,NHL 08
2009,0,0,0.25,0,0.25,71,22,7.5,24,26,7,85,1558,8,How to Train Your Dragon 2
2008,0.06,0.12,0,0.06,0.25,71,22,7.5,24,19,10,139,1558,8,Just Dance 2015
2008,0.12,0.11,0,0.02,0.25,59,7,6.1,8,17,6,70,935,2,The Legend of Legacy
2009,0.16,0.07,0,0.02,0.25,50,5,6.8,11,4,0,21,850,7,Juiced 2: Hot Import Nights
2009,0.19,0.04,0,0.02,0.25,53,8,6.1,10,26,0,21,69,7,WipEout XL
2009,0.1,0.01,0.12,0.02,0.25,83,33,7.1,47,19,7,364,1017,7,LEGO Star Wars III: The Clone Wars
1996,0.14,0.09,0,0.02,0.25,71,22,7.5,24,15,8,277,1558,8,The Powerpuff Girls: Chemical X-Traction
1996,0.05,0.03,0.15,0.02,0.25,71,22,7.5,24,15,4,457,1558,8,Dynasty Warriors 6 (JP sales)
2002,0.19,0.05,0,0.01,0.25,71,22,7.5,24,7,3,53,367,1,Dead or Alive Xtreme 2
2010,0,0.21,0,0.04,0.25,71,22,7.5,24,26,3,332,1558,8,Jonah Lomu Rugby Challenge
2007,0.23,0,0,0.02,0.25,74,19,4.7,7,17,10,463,816,1,Ben 10 Triple Pack
2004,0.12,0.09,0,0.03,0.25,77,13,8,10,16,7,466,1351,7,PlayStation VR Worlds
2009,0.12,0.09,0,0.04,0.25,80,45,7.7,40,17,8,546,1361,5,Hunted: The Demon's Forge
2009,0.17,0.04,0,0.04,0.25,71,22,7.5,24,19,7,21,1270,7,Men of Valor
1997,0,0,0.23,0.02,0.25,71,22,7.5,24,15,6,494,1558,8,Bomberman Tournament
2014,0.11,0.09,0,0.04,0.25,71,22,5.9,8,17,1,21,1614,2,Project Runway
2008,0.06,0,0.18,0.01,0.25,71,22,7.5,24,19,7,364,1558,8,Scrabble
2005,0.19,0.05,0,0.01,0.25,82,34,6.2,26,7,7,21,1164,7,Medal of Honor European Assault
2002,0.18,0.07,0,0,0.25,63,6,7.5,24,6,0,546,1223,1,Billy Hatcher and the Giant Egg
2010,0.21,0.02,0,0.02,0.25,71,22,6.3,4,17,6,21,1590,1,NHL 08
2010,0.07,0.12,0,0.05,0.25,56,17,4.9,8,17,3,457,1231,1,Midway's Greatest Arcade Hits
2012,0.14,0.09,0,0.02,0.25,39,28,5,51,28,0,21,647,5,Disney Sing It: Pop Hits
2012,0.16,0.05,0.03,0.02,0.25,58,39,4.4,136,28,0,502,1440,5,WipEout Fusion
2005,0.18,0.07,0,0,0.25,71,22,7.5,24,6,3,567,1558,8,Final Fantasy II
2016,0.09,0.13,0,0.02,0.25,88,81,7.3,684,13,11,496,521,2,Prison Break: The Conspiracy
2014,0.1,0.09,0.01,0.04,0.25,71,22,7.5,24,18,1,504,1558,8,Marie no Atelier: Salburg no Renkinjutsushi
2010,0.2,0.02,0,0.02,0.25,62,7,7.5,24,26,0,139,423,1,NHL 06
2015,0.1,0.11,0,0.04,0.25,63,32,6.3,60,18,7,349,156,7,Golden Nugget Casino
2002,0.19,0.05,0,0.01,0.25,71,18,7.4,7,7,10,361,829,1,Imagine: Ballet Star
2015,0.08,0.15,0,0.02,0.25,64,13,5.3,22,30,6,91,301,1,Anno 2205
2011,0.23,0,0,0.02,0.25,71,22,7.5,24,4,3,21,476,1,Minute to Win It
2004,0.11,0.04,0.1,0.01,0.25,66,12,7.5,24,6,6,361,1008,1,Atari Anthology
2004,0.08,0.03,0.12,0.01,0.25,71,22,7.5,24,6,8,361,1558,8,Ultimate Fighting Championship
2008,0.12,0.09,0,0.03,0.25,71,22,7.5,24,16,1,490,1558,8,Animal Paradise
2013,0.13,0.06,0,0.06,0.25,75,15,8.2,148,20,4,459,1267,2,XIII
2005,0.12,0.09,0,0.03,0.24,71,22,7,4,16,1,201,1425,3,Up
2008,0,0,0.24,0,0.24,71,22,7.5,24,4,7,349,1558,8,Samurai Shodown II
2006,0.12,0.09,0,0.03,0.24,43,12,8,20,16,7,349,164,2,My Virtual Tutor: Reading Adventure Kindergarten to First
2005,0.18,0.06,0,0,0.24,71,22,7.9,8,6,9,527,862,1,SpongeBob's Truth or Square (US sales)
2012,0.03,0.17,0,0.04,0.24,79,26,7,1327,13,0,466,737,5,Michael Jackson: The Experience
2015,0.16,0.01,0.05,0.02,0.24,79,32,8.7,82,2,7,55,698,7,MotoGP '07
2010,0.13,0.09,0,0.02,0.24,51,8,8.6,15,26,10,527,117,1,Cars
2001,0,0,0.23,0.02,0.24,71,22,7.5,24,15,10,277,1558,8,Fox Sports College Hoops '99
2014,0.12,0.1,0,0.02,0.24,80,28,7.1,158,30,6,527,1189,2,Wheel of Fortune
2006,0.23,0,0,0.02,0.24,71,22,7.5,24,4,1,127,634,1,MRC: Multi-Racing Championship
2006,0.2,0.03,0,0.02,0.24,78,46,6.2,80,28,8,527,1532,5,F1 Pole Position 64
2011,0,0,0.24,0,0.24,71,22,7.5,24,4,0,277,1558,8,Gex 64: Enter the Gecko
2014,0.14,0.03,0.04,0.04,0.24,57,40,6.5,72,18,0,364,1427,5,Wayne Gretzky's 3D Hockey '98
2010,0.12,0.08,0,0.04,0.24,71,22,8.6,5,17,4,110,1077,2,NBA Courtside 2 featuring Kobe Bryant
2013,0.1,0.12,0,0.02,0.24,68,12,6.4,13,2,4,21,1674,2,Hybrid Heaven
2010,0.18,0.04,0,0.03,0.24,71,22,7.5,24,17,3,139,469,1,NBA Showtime: NBA on NBC
1995,0.14,0.09,0,0.02,0.24,71,22,7.5,24,15,11,332,1558,8,Hatsune Miku: Project Diva F 2nd
1996,0.04,0.03,0.16,0.02,0.24,71,22,7.5,24,15,10,502,1558,8,Beyblade: Metal Fusion
2009,0.23,0,0,0.02,0.24,71,22,7.8,4,28,10,23,509,7,Karaoke Joysound Wii
1997,0.14,0.09,0,0.02,0.24,71,22,7.5,24,15,0,457,1558,8,Madagascar: Escape 2 Africa
2000,0.14,0.09,0,0.02,0.24,48,8,7.3,7,15,8,4,20,7,Need for Speed Rivals
2005,0.23,0,0,0.02,0.24,80,26,7.9,18,19,10,457,36,1,The Mummy: Tomb of the Dragon Emperor
2015,0.17,0.05,0,0.02,0.24,76,15,5.5,17,30,0,21,1577,2,Def Jam Vendetta
2012,0.1,0.01,0.1,0.04,0.24,82,56,8.8,237,20,0,360,512,7,Scooby-Doo! Unmasked
2002,0.12,0.09,0,0.03,0.24,63,20,4.8,20,16,3,490,915,1,Penny Racers
1999,0,0,0.23,0.02,0.24,71,22,7.5,24,15,9,277,1558,8,The Sims 2
2003,0.12,0.09,0,0.03,0.24,71,22,7.5,24,16,10,277,1558,8,Spider-Man: Web of Shadows
2004,0.18,0.05,0,0.01,0.24,71,22,7.5,24,29,6,349,1558,8,Caesars Palace II
1995,0,0,0.23,0.02,0.24,71,22,7.5,24,15,10,457,1558,8,The Bureau: XCOM Declassified
2003,0.12,0.09,0,0.03,0.24,63,20,7.6,11,16,4,17,43,7,World Series Baseball 2K3
2014,0.08,0.07,0.06,0.03,0.24,76,31,8.1,74,18,0,502,1042,7,Tony Hawk's Proving Ground
2011,0.1,0.06,0.08,0.01,0.24,71,37,7.8,26,2,9,349,1126,7,Pro Yakyuu Team o Tsukurou!
2006,0.11,0.08,0.02,0.03,0.24,71,22,7.5,24,16,2,85,1558,8,Indiana Jones and the Staff of Kings
2011,0,0,0.24,0,0.24,71,22,7.5,24,19,10,277,1558,8,The Outfit
2005,0.12,0.09,0,0.03,0.24,84,39,9.1,117,16,8,139,537,5,Sentimental Graffiti
2011,0.05,0.06,0.11,0.02,0.24,67,35,7.5,73,20,0,502,796,7,Avatar: The Last Airbender - The Burning Earth
2011,0.05,0,0.18,0.01,0.24,71,22,7.5,24,17,7,364,1558,8,Don King Presents: Prizefighter
2005,0.19,0.05,0,0.01,0.24,83,14,8.9,44,7,9,527,883,1,Shin Megami Tensei x Fire Emblem
2009,0.07,0,0.16,0.01,0.24,71,22,7.5,24,4,3,127,273,1,The Backyardigans
2002,0.14,0.04,0.05,0.01,0.24,83,27,8.6,10,29,0,85,264,5,Yakuza Zero: The Place of Oath
2005,0.17,0.06,0,0,0.24,70,30,5,6,6,4,361,1076,1,Devil Kings
1997,0.04,0.03,0.16,0.02,0.24,71,22,7.5,24,15,2,558,1558,8,NBA Jam Tournament Edition
2008,0.21,0.01,0,0.02,0.24,42,28,5.5,33,17,8,91,1336,7,Medabots AX: Metabee
1997,0.13,0.09,0,0.02,0.24,71,22,7.5,24,15,0,415,1558,8,Tennis no Oji-Sama: Genius Boys Academy
2008,0.16,0.06,0,0.02,0.24,71,22,7.5,24,28,11,139,1558,8,Kung Fu Panda 2
2011,0.11,0.1,0,0.03,0.24,70,36,5.5,531,13,8,490,392,5,Bolt
2003,0.18,0.05,0,0.01,0.24,53,4,8.6,12,29,6,488,1366,1,Shadow Man
2010,0.22,0.01,0,0.02,0.24,56,6,6.9,12,4,7,21,618,2,Spider-Man: Edge of Time
2009,0.08,0.11,0,0.04,0.24,67,44,7.4,36,17,6,91,117,1,Freshly-Picked: Tingle's Rosy Rupeeland
2009,0.21,0,0.01,0.02,0.24,64,4,4.2,10,19,10,139,424,1,Netsu Chu! Pro Yakyuu 2002
2003,0.18,0.05,0,0.01,0.24,88,23,5.1,23,29,6,17,337,1,"Barbie: Jet, Set & Style!"
2005,0.12,0.09,0,0.03,0.24,78,25,7.7,13,16,3,447,1277,1,L.A. Noire: The Complete Edition
2003,0.18,0.05,0,0.01,0.24,75,26,8,7,29,8,349,967,7,Dynasty Warriors 6
2009,0.19,0,0.03,0.02,0.24,80,26,7.7,47,19,7,209,567,7,Porky's
2005,0.19,0.05,0,0.01,0.24,81,30,8.3,8,7,0,527,1531,7,America's Army: Rise of a Soldier
2007,0.22,0,0,0.02,0.24,42,5,6.2,5,26,3,21,1651,2,Grandia
2003,0,0,0.24,0,0.24,71,22,7.5,24,16,7,63,1558,8,Daisy Fuentes Pilates
2010,0,0,0.24,0,0.24,71,22,7.5,24,19,10,277,1558,8,F1 2000
2001,0.19,0.05,0,0.01,0.24,67,16,7.7,12,7,6,139,1155,7,Pirates of the Caribbean: The Legend of Jack Sparrow
2015,0.09,0.08,0.06,0.02,0.24,71,22,7.5,24,2,4,361,1558,8,Petz: Crazy Monkeyz
